code,name,list_date,exchange,board,industry,risk_flag,years_listed,eligible
601369,陕鼓动力,2010-04-28,SH,主板,,False,16.4,True
601377,兴业证券,2010-10-13,SH,主板,,False,15.9,True
601388,怡球资源,2012-04-23,SH,主板,,False,14.4,True
601390,中国中铁,2007-12-03,SH,主板,,False,18.8,True
601398,工商银行,2006-10-27,SH,主板,,False,19.9,True
601515,衢州东峰,2012-02-16,SH,主板,,False,14.6,True
601518,吉林高速,2010-03-19,SH,主板,,False,16.5,True
601519,大智慧,2011-01-28,SH,主板,,False,15.6,True
601555,东吴证券,2011-12-12,SH,主板,,False,14.7,True
601566,九牧王,2011-05-30,SH,主板,,False,15.3,True
601567,三星电气,2011-06-15,SH,主板,,False,15.2,True
601579,会稽山,2014-08-25,SH,主板,,False,12.0,True
601588,北辰实业,2006-10-16,SH,主板,,False,19.9,True
601595,上海电影,2016-08-17,SH,主板,,False,10.1,True
601599,浙文影业,2011-05-27,SH,主板,,False,15.3,True
601600,中国铝业,2007-04-30,SH,主板,,False,19.4,True
601601,中国太保,2007-12-25,SH,主板,,False,18.7,True
601607,上海医药,1994-03-24,SH,主板,,False,32.5,True
601608,中信重工,2012-07-06,SH,主板,,False,14.2,True
601611,中国核建,2016-06-06,SH,主板,,False,10.3,True
601616,广电电气,2011-02-01,SH,主板,,False,15.6,True
601618,中国中冶,2009-09-21,SH,主板,,False,17.0,True
601628,中国人寿,2007-01-09,SH,主板,,False,19.7,True
601633,长城汽车,2011-09-28,SH,主板,,False,14.9,True
601636,旗滨集团,2011-08-12,SH,主板,,False,15.1,True
601666,平煤股份,2006-11-23,SH,主板,,False,19.8,True
601668,中国建筑,2009-07-29,SH,主板,,False,17.1,True
601669,中国电建,2011-10-18,SH,主板,,False,14.9,True
601677,明泰铝业,2011-09-19,SH,主板,,False,15.0,True
601678,滨化股份,2010-02-23,SH,主板,,False,16.5,True
601688,华泰证券,2010-02-26,SH,主板,,False,16.5,True
601689,拓普集团,2015-03-19,SH,主板,,False,11.5,True
601699,潞安环能,2006-09-22,SH,主板,,False,20.0,True
601700,风范股份,2011-01-18,SH,主板,,False,15.6,True
601717,中创智领,2010-08-03,SH,主板,,False,16.1,True
601718,ST际华,2010-08-16,SH,主板,,True,16.1,True
601727,上海电气,2008-12-05,SH,主板,,False,17.8,True
601766,中国中车,2008-08-18,SH,主板,,False,18.1,True
601777,千里科技,2010-11-25,SH,主板,,False,15.8,True
601788,光大证券,2009-08-18,SH,主板,,False,17.1,True
601789,宁波建工,2011-08-16,SH,主板,,False,15.1,True
601798,蓝科高新,2011-06-22,SH,主板,,False,15.2,True
601799,星宇股份,2011-02-01,SH,主板,,False,15.6,True
601800,中国交建,2012-03-09,SH,主板,,False,14.5,True
601801,皖新传媒,2010-01-18,SH,主板,,False,16.6,True
601808,中海油服,2007-09-28,SH,主板,,False,18.9,True
601811,新华文轩,2016-08-08,SH,主板,,False,10.1,True
601818,光大银行,2010-08-18,SH,主板,,False,16.1,True
601857,中国石油,2007-11-05,SH,主板,,False,18.8,True
601866,中远海发,2007-12-12,SH,主板,,False,18.7,True
601872,招商轮船,2006-12-01,SH,主板,,False,19.8,True
601877,正泰电器,2010-01-21,SH,主板,,False,16.6,True
601880,辽港股份,2010-12-06,SH,主板,,False,15.8,True
601886,江河集团,2011-08-18,SH,主板,,False,15.1,True
601888,中国中免,2009-10-15,SH,主板,,False,16.9,True
601890,亚星锚链,2010-12-28,SH,主板,,False,15.7,True
601898,中煤能源,2008-02-01,SH,主板,,False,18.6,True
601899,紫金矿业,2008-04-25,SH,主板,,False,18.4,True
601900,南方传媒,2016-02-15,SH,主板,,False,10.6,True
601901,方正证券,2011-08-10,SH,主板,,False,15.1,True
601908,京运通,2011-09-08,SH,主板,,False,15.0,True
601918,新集能源,2007-12-19,SH,主板,,False,18.7,True
601919,中远海控,2007-06-26,SH,主板,,False,19.2,True
601928,凤凰传媒,2011-11-30,SH,主板,,False,14.8,True
601929,吉视传媒,2012-02-23,SH,主板,,False,14.5,True
601933,永辉超市,2010-12-15,SH,主板,,False,15.7,True
601939,建设银行,2007-09-25,SH,主板,,False,18.9,True
601958,金钼股份,2008-04-17,SH,主板,,False,18.4,True
601965,中国汽研,2012-06-11,SH,主板,,False,14.2,True
601966,玲珑轮胎,2016-07-06,SH,主板,,False,10.2,True
601968,宝钢包装,2015-06-11,SH,主板,,False,11.2,True
601969,海南矿业,2014-12-09,SH,主板,,False,11.7,True
601985,中国核电,2015-06-10,SH,主板,,False,11.2,True
601988,中国银行,2006-07-05,SH,主板,,False,20.2,True
601991,大唐发电,2006-12-20,SH,主板,,False,19.7,True
601992,金隅集团,2011-03-01,SH,主板,,False,15.5,True
601996,丰林集团,2011-09-29,SH,主板,,False,14.9,True
601997,贵阳银行,2016-08-16,SH,主板,,False,10.1,True
601998,中信银行,2007-04-27,SH,主板,,False,19.4,True
601999,出版传媒,2007-12-21,SH,主板,,False,18.7,True
603000,人民网,2012-04-27,SH,主板,,False,14.4,True
603001,奥康国际,2012-04-26,SH,主板,,False,14.4,True
603002,宏昌电子,2012-05-18,SH,主板,,False,14.3,True
603005,晶方科技,2014-02-10,SH,主板,,False,12.6,True
603006,联明股份,2014-06-30,SH,主板,,False,12.2,True
603007,顺景科技,2016-08-26,SH,主板,,False,10.0,True
603008,ST喜临门,2012-07-17,SH,主板,,True,14.1,True
603009,北特科技,2014-07-18,SH,主板,,False,12.1,True
603010,万盛股份,2014-10-10,SH,主板,,False,11.9,True
603011,合锻智能,2014-11-07,SH,主板,,False,11.8,True
603012,创力集团,2015-03-20,SH,主板,,False,11.5,True
603015,弘讯科技,2015-03-03,SH,主板,,False,11.5,True
603016,新宏泰,2016-07-01,SH,主板,,False,10.2,True
603017,中衡设计,2014-12-31,SH,主板,,False,11.7,True
603018,华设集团,2014-10-13,SH,主板,,False,11.9,True
603019,中科曙光,2014-11-06,SH,主板,,False,11.8,True
603020,爱普股份,2015-03-25,SH,主板,,False,11.5,True
603021,*ST华鹏,2015-04-23,SH,主板,,True,11.4,True
603022,新通联,2015-05-18,SH,主板,,False,11.3,True
603023,威帝股份,2015-05-27,SH,主板,,False,11.3,True
603025,大豪科技,2015-04-22,SH,主板,,False,11.4,True
603026,石大胜华,2015-05-29,SH,主板,,False,11.3,True
603027,千禾味业,2016-03-07,SH,主板,,False,10.5,True
603028,赛福天,2016-03-31,SH,主板,,False,10.4,True
603029,天鹅股份,2016-04-27,SH,主板,,False,10.4,True
603030,全筑股份,2015-03-20,SH,主板,,False,11.5,True
603031,安孚科技,2016-08-22,SH,主板,,False,10.0,True
603066,音飞储存,2015-06-11,SH,主板,,False,11.2,True
603069,海汽集团,2016-07-12,SH,主板,,False,10.2,True
603077,和邦生物,2012-07-31,SH,主板,,False,14.1,True
603085,天成自控,2015-06-30,SH,主板,,False,11.2,True
603088,宁波精达,2014-11-11,SH,主板,,False,11.8,True
603090,宏盛股份,2016-08-31,SH,主板,,False,10.0,True
603099,长白山,2014-08-22,SH,主板,,False,12.0,True
603100,川仪股份,2014-08-05,SH,主板,,False,12.1,True
603101,汇嘉时代,2016-05-06,SH,主板,,False,10.3,True
603108,润达医疗,2015-05-27,SH,主板,,False,11.3,True
603111,康尼机电,2014-08-01,SH,主板,,False,12.1,True
603116,红蜻蜓,2015-06-29,SH,主板,,False,11.2,True
603117,万林物流,2015-06-29,SH,主板,,False,11.2,True
603118,共进股份,2015-02-25,SH,主板,,False,11.5,True
603123,翠微股份,2012-05-03,SH,主板,,False,14.3,True
603126,中材节能,2014-07-31,SH,主板,,False,12.1,True
603128,华贸物流,2012-05-29,SH,主板,,False,14.3,True
603131,上海沪工,2016-06-07,SH,主板,,False,10.2,True
603158,腾龙股份,2015-03-20,SH,主板,,False,11.5,True
603159,上海亚虹,2016-08-12,SH,主板,,False,10.1,True
603166,福达股份,2014-11-27,SH,主板,,False,11.8,True
603167,渤海轮渡,2012-09-06,SH,主板,,False,14.0,True
603168,莎普爱思,2014-07-02,SH,主板,,False,12.2,True
603169,兰石重装,2014-10-09,SH,主板,,False,11.9,True
603188,亚邦股份,2014-09-09,SH,主板,,False,12.0,True
603198,迎驾贡酒,2015-05-28,SH,主板,,False,11.3,True
603199,九华旅游,2015-03-26,SH,主板,,False,11.4,True
603222,济民健康,2015-02-17,SH,主板,,False,11.6,True
603223,恒通股份,2015-06-30,SH,主板,,False,11.2,True
603227,雪峰科技,2015-05-15,SH,主板,,False,11.3,True
603268,松发股份,2015-03-19,SH,主板,,False,11.5,True
603288,海天味业,2014-02-11,SH,主板,,False,12.6,True
603299,苏盐井神,2015-12-31,SH,主板,,False,10.7,True
603300,海南华铁,2015-05-29,SH,主板,,False,11.3,True
603306,华懋科技,2014-09-26,SH,主板,,False,11.9,True
603308,应流股份,2014-01-22,SH,主板,,False,12.6,True
603309,维力医疗,2015-03-02,SH,主板,,False,11.5,True
603311,金海高科,2015-05-18,SH,主板,,False,11.3,True
603315,福鞍股份,2015-04-24,SH,主板,,False,11.4,True
603318,水发燃气,2015-04-24,SH,主板,,False,11.4,True
603322,超讯科技,2016-07-28,SH,主板,,False,10.1,True
603328,依顿电子,2014-07-01,SH,主板,,False,12.2,True
603333,福华尚纬,2012-05-07,SH,主板,,False,14.3,True
603338,浙江鼎力,2015-03-25,SH,主板,,False,11.5,True
603339,四方科技,2016-05-19,SH,主板,,False,10.3,True
603355,莱克电气,2015-05-13,SH,主板,,False,11.3,True
603366,日出东方,2012-05-21,SH,主板,,False,14.3,True
603368,柳药集团,2014-12-04,SH,主板,,False,11.8,True
603369,今世缘,2014-07-03,SH,主板,,False,12.2,True
603377,ST东时,2016-02-05,SH,主板,,True,10.6,True
603398,*ST沐邦,2015-12-09,SH,主板,,True,10.7,True
603399,永杉锂业,2012-08-24,SH,主板,,False,14.0,True
603456,九洲药业,2014-10-10,SH,主板,,False,11.9,True
603508,思维列控,2015-12-24,SH,主板,,False,10.7,True
603515,欧普照明,2016-08-19,SH,主板,,False,10.0,True
603518,锦泓集团,2014-12-03,SH,主板,,False,11.8,True
603519,立霸股份,2015-03-19,SH,主板,,False,11.5,True
603520,司太立,2016-03-09,SH,主板,,False,10.5,True
603528,多伦科技,2016-05-03,SH,主板,,False,10.3,True
603558,健盛集团,2015-01-27,SH,主板,,False,11.6,True
603566,普莱柯,2015-05-18,SH,主板,,False,11.3,True
603567,珍宝岛,2015-04-24,SH,主板,,False,11.4,True
603568,伟明环保,2015-05-28,SH,主板,,False,11.3,True
603569,长久物流,2016-08-10,SH,主板,,False,10.1,True
603588,高能环境,2014-12-29,SH,主板,,False,11.7,True
603589,口子窖,2015-06-29,SH,主板,,False,11.2,True
603598,引力传媒,2015-05-27,SH,主板,,False,11.3,True
603599,广信股份,2015-05-13,SH,主板,,False,11.3,True
603600,永艺股份,2015-01-23,SH,主板,,False,11.6,True
603601,再升科技,2015-01-22,SH,主板,,False,11.6,True
603606,东方电缆,2014-10-15,SH,主板,,False,11.9,True
603608,天创时尚,2016-02-18,SH,主板,,False,10.5,True
603609,禾丰股份,2014-08-08,SH,主板,,False,12.1,True
603611,诺力股份,2015-01-28,SH,主板,,False,11.6,True
603616,韩建河山,2015-06-11,SH,主板,,False,11.2,True
603618,杭电股份,2015-02-17,SH,主板,,False,11.6,True
603636,南威软件,2014-12-30,SH,主板,,False,11.7,True
603658,安图生物,2016-09-01,SH,主板,,False,10.0,True
603663,三祥新材,2016-08-01,SH,主板,,False,10.1,True
603669,灵康药业,2015-05-28,SH,主板,,False,11.3,True
603678,火炬电子,2015-01-26,SH,主板,,False,11.6,True
603686,福龙马,2015-01-26,SH,主板,,False,11.6,True
603688,石英股份,2014-10-31,SH,主板,,False,11.8,True
603696,安记食品,2015-12-09,SH,主板,,False,10.7,True
603698,航天工程,2015-01-28,SH,主板,,False,11.6,True
603699,纽威股份,2014-01-17,SH,主板,,False,12.6,True
603701,德宏股份,2016-04-12,SH,主板,,False,10.4,True
603703,盛洋科技,2015-04-23,SH,主板,,False,11.4,True
603718,*ST海利,2015-05-15,SH,主板,,True,11.3,True
603726,朗迪集团,2016-04-21,SH,主板,,False,10.4,True
603729,ST龙韵,2015-03-24,SH,主板,,True,11.5,True
603737,三棵树,2016-06-03,SH,主板,,False,10.3,True
603766,隆鑫通用,2012-08-10,SH,主板,,False,14.1,True
603778,国晟科技,2015-12-31,SH,主板,,False,10.7,True
603779,威龙股份,2016-05-16,SH,主板,,False,10.3,True
603788,宁波高发,2015-01-20,SH,主板,,False,11.6,True
603789,ST星农,2015-04-27,SH,主板,,True,11.4,True
603798,康普顿,2016-04-06,SH,主板,,False,10.4,True
603799,华友钴业,2015-01-29,SH,主板,,False,11.6,True
603800,洪田股份,2015-12-10,SH,主板,,False,10.7,True
603806,福斯特,2014-09-05,SH,主板,,False,12.0,True
603808,歌力思,2015-04-22,SH,主板,,False,11.4,True
603818,曲美家居,2015-04-22,SH,主板,,False,11.4,True
603822,ST嘉澳,2016-04-28,SH,主板,,True,10.4,True
603828,*ST利达,2015-02-26,SH,主板,,True,11.5,True
603838,*ST四通,2015-07-01,SH,主板,,True,11.2,True
603843,*ST正平,2016-09-05,SH,主板,,True,10.0,True
603861,白云电器,2016-03-22,SH,主板,,False,10.5,True
603866,桃李面包,2015-12-22,SH,主板,,False,10.7,True
603868,飞科电器,2016-04-18,SH,主板,,False,10.4,True
603869,ST智知,2015-03-26,SH,主板,,True,11.4,True
603883,老百姓,2015-04-23,SH,主板,,False,11.4,True
603885,吉祥航空,2015-05-27,SH,主板,,False,11.3,True
603889,新澳股份,2014-12-31,SH,主板,,False,11.7,True
603898,好莱客,2015-02-17,SH,主板,,False,11.6,True
603899,晨光股份,2015-01-27,SH,主板,,False,11.6,True
603901,永创智能,2015-05-29,SH,主板,,False,11.3,True
603909,建发合诚,2016-06-28,SH,主板,,False,10.2,True
603918,金桥信息,2015-05-28,SH,主板,,False,11.3,True
603919,金徽酒,2016-03-10,SH,主板,,False,10.5,True
603936,博敏电子,2015-12-09,SH,主板,,False,10.7,True
603939,益丰药房,2015-02-17,SH,主板,,False,11.6,True
603958,哈森股份,2016-06-29,SH,主板,,False,10.2,True
603959,ST百利,2016-05-17,SH,主板,,True,10.3,True
603968,醋化股份,2015-05-18,SH,主板,,False,11.3,True
603969,银龙股份,2015-02-27,SH,主板,,False,11.5,True
603979,金诚信,2015-06-30,SH,主板,,False,11.2,True
603986,兆易创新,2016-08-18,SH,主板,,False,10.1,True
603988,中电电机,2014-11-04,SH,主板,,False,11.8,True
603989,艾华集团,2015-05-15,SH,主板,,False,11.3,True
603993,洛阳钼业,2012-10-09,SH,主板,,False,13.9,True
603997,继峰股份,2015-03-02,SH,主板,,False,11.5,True
603998,方盛制药,2014-12-05,SH,主板,,False,11.8,True
603999,读者传媒,2015-12-10,SH,主板,,False,10.7,True
