code,name,list_date,exchange,board,industry,risk_flag,years_listed,eligible
600470,六国化工,2004-03-05,SH,主板,,False,22.5,True
600475,华光环能,2003-07-21,SH,主板,,False,23.1,True
600476,*ST湘邮,2003-12-10,SH,主板,,True,22.7,True
600477,杭萧钢构,2003-11-10,SH,主板,,False,22.8,True
600478,科力远,2003-09-18,SH,主板,,False,23.0,True
600479,千金药业,2004-03-12,SH,主板,,False,22.5,True
600480,凌云股份,2003-08-15,SH,主板,,False,23.1,True
600481,双良节能,2003-04-22,SH,主板,,False,23.4,True
600482,中国动力,2004-07-14,SH,主板,,False,22.1,True
600483,福能股份,2004-05-31,SH,主板,,False,22.3,True
600486,扬农化工,2002-04-25,SH,主板,,False,24.4,True
600487,亨通光电,2003-08-22,SH,主板,,False,23.0,True
600488,津药药业,2001-06-18,SH,主板,,False,25.2,True
600489,中金黄金,2003-08-14,SH,主板,,False,23.1,True
600490,鹏欣资源,2003-06-26,SH,主板,,False,23.2,True
600491,ST龙元,2004-05-24,SH,主板,,True,22.3,True
600493,凤竹纺织,2004-04-21,SH,主板,,False,22.4,True
600495,晋西车轴,2004-05-26,SH,主板,,False,22.3,True
600496,精工钢构,2002-06-05,SH,主板,,False,24.3,True
600497,驰宏锌锗,2004-04-20,SH,主板,,False,22.4,True
600498,烽火通信,2001-08-23,SH,主板,,False,25.0,True
600499,科达制造,2002-10-10,SH,主板,,False,23.9,True
600500,中化国际,2000-03-01,SH,主板,,False,26.5,True
600501,航天晨光,2001-06-15,SH,主板,,False,25.2,True
600502,安徽建工,2003-04-15,SH,主板,,False,23.4,True
600503,华丽家族,2002-07-09,SH,主板,,False,24.2,True
600505,西昌电力,2002-05-30,SH,主板,,False,24.3,True
600506,统一股份,2001-12-26,SH,主板,,False,24.7,True
600507,方大特钢,2003-09-30,SH,主板,,False,22.9,True
600508,上海能源,2001-08-29,SH,主板,,False,25.0,True
600509,天富能源,2002-02-28,SH,主板,,False,24.5,True
600510,黑牡丹,2002-06-18,SH,主板,,False,24.2,True
600511,国药股份,2002-11-27,SH,主板,,False,23.8,True
600512,腾达建设,2002-12-26,SH,主板,,False,23.7,True
600513,联环药业,2003-03-19,SH,主板,,False,23.5,True
600515,海南机场,2002-08-06,SH,主板,,False,24.1,True
600516,方大炭素,2002-08-30,SH,主板,,False,24.0,True
600517,国网英大,2003-10-10,SH,主板,,False,22.9,True
600518,康美药业,2001-03-19,SH,主板,,False,25.5,True
600519,贵州茅台,2001-08-27,SH,主板,,False,25.0,True
600520,三佳科技,2002-01-08,SH,主板,,False,24.7,True
600521,华海药业,2003-03-04,SH,主板,,False,23.5,True
600522,中天科技,2002-10-24,SH,主板,,False,23.9,True
600523,贵航股份,2001-12-27,SH,主板,,False,24.7,True
600525,长园集团,2002-12-02,SH,主板,,False,23.8,True
600526,菲达环保,2002-07-22,SH,主板,,False,24.1,True
600527,江南高纤,2003-11-27,SH,主板,,False,22.8,True
600528,中铁工业,2001-05-28,SH,主板,,False,25.3,True
600529,山东药玻,2002-06-03,SH,主板,,False,24.3,True
600530,ST交昂,2001-07-02,SH,主板,,True,25.2,True
600531,豫光金铅,2002-07-30,SH,主板,,False,24.1,True
600533,栖霞建设,2002-03-28,SH,主板,,False,24.4,True
600535,天士力,2002-08-23,SH,主板,,False,24.0,True
600536,中国软件,2002-05-17,SH,主板,,False,24.3,True
600537,*ST亿晶,2003-01-23,SH,主板,,True,23.6,True
600538,国发股份,2003-01-14,SH,主板,,False,23.6,True
600539,狮头股份,2001-08-24,SH,主板,,False,25.0,True
600540,新赛股份,2004-01-07,SH,主板,,False,22.7,True
600543,*ST莫高,2004-03-24,SH,主板,,True,22.5,True
600545,卓郎智能,2003-12-03,SH,主板,,False,22.8,True
600546,山煤国际,2003-07-31,SH,主板,,False,23.1,True
600547,山东黄金,2003-08-28,SH,主板,,False,23.0,True
600548,深高速,2001-12-25,SH,主板,,False,24.7,True
600549,厦门钨业,2002-11-07,SH,主板,,False,23.8,True
600550,保变电气,2001-02-28,SH,主板,,False,25.5,True
600551,时代出版,2002-09-05,SH,主板,,False,24.0,True
600552,凯盛科技,2002-11-08,SH,主板,,False,23.8,True
600556,天下秀,2001-08-07,SH,主板,,False,25.1,True
600557,康缘药业,2002-09-18,SH,主板,,False,24.0,True
600558,大西洋,2001-02-27,SH,主板,,False,25.5,True
600559,老白干酒,2002-10-29,SH,主板,,False,23.9,True
600560,金自天正,2002-09-19,SH,主板,,False,24.0,True
600561,江西长运,2002-07-16,SH,主板,,False,24.1,True
600562,国睿科技,2003-01-28,SH,主板,,False,23.6,True
600563,法拉电子,2002-12-10,SH,主板,,False,23.7,True
600566,济川药业,2001-08-22,SH,主板,,False,25.0,True
600567,山鹰国际,2001-12-18,SH,主板,,False,24.7,True
600568,ST中珠,2001-05-18,SH,主板,,True,25.3,True
600569,安阳钢铁,2001-08-20,SH,主板,,False,25.0,True
600570,恒生电子,2003-12-16,SH,主板,,False,22.7,True
600571,信雅达,2002-11-01,SH,主板,,False,23.8,True
600572,康恩贝,2004-04-12,SH,主板,,False,22.4,True
600573,惠泉啤酒,2003-02-26,SH,主板,,False,23.5,True
600575,淮河能源,2003-03-28,SH,主板,,False,23.4,True
600576,祥源文旅,2003-02-20,SH,主板,,False,23.5,True
600577,精达股份,2002-09-11,SH,主板,,False,24.0,True
600578,京能电力,2002-05-10,SH,主板,,False,24.3,True
600579,中化装备,2002-08-09,SH,主板,,False,24.1,True
600580,卧龙电驱,2002-06-06,SH,主板,,False,24.3,True
600581,*ST八钢,2002-08-16,SH,主板,,True,24.1,True
600582,天地科技,2002-05-15,SH,主板,,False,24.3,True
600583,海油工程,2002-02-05,SH,主板,,False,24.6,True
600584,长电科技,2003-06-03,SH,主板,,False,23.3,True
600585,海螺水泥,2002-02-07,SH,主板,,False,24.6,True
600586,金晶科技,2002-08-15,SH,主板,,False,24.1,True
600587,新华医疗,2002-09-27,SH,主板,,False,23.9,True
600588,用友网络,2001-05-18,SH,主板,,False,25.3,True
600589,大位科技,2001-06-12,SH,主板,,False,25.2,True
600590,泰豪科技,2002-07-03,SH,主板,,False,24.2,True
600592,龙溪股份,2002-08-05,SH,主板,,False,24.1,True
600593,大连圣亚,2002-07-11,SH,主板,,False,24.2,True
600594,益佰制药,2004-03-23,SH,主板,,False,22.5,True
600595,中孚实业,2002-06-26,SH,主板,,False,24.2,True
600596,新安股份,2001-09-06,SH,主板,,False,25.0,True
600597,光明乳业,2002-08-28,SH,主板,,False,24.0,True
600598,北大荒,2002-03-29,SH,主板,,False,24.4,True
600600,青岛啤酒,1993-08-27,SH,主板,,False,33.0,True
600601,方正科技,1990-12-19,SH,主板,,False,35.7,True
600602,云赛智联,1990-12-19,SH,主板,,False,35.7,True
600603,广汇物流,1992-01-13,SH,主板,,False,34.6,True
600604,市北高新,1992-03-27,SH,主板,,False,34.4,True
600605,汇通能源,1992-03-27,SH,主板,,False,34.4,True
600606,绿地控股,1992-03-27,SH,主板,,False,34.4,True
600609,金杯汽车,1992-07-24,SH,主板,,False,34.1,True
600610,中毅达,1992-08-05,SH,主板,,False,34.1,True
600611,大众交通,1992-08-07,SH,主板,,False,34.1,True
600612,老凤祥,1992-08-14,SH,主板,,False,34.1,True
600613,神奇制药,1992-08-20,SH,主板,,False,34.0,True
600615,鑫源智造,1992-09-10,SH,主板,,False,34.0,True
600616,金枫酒业,1992-09-29,SH,主板,,False,33.9,True
600617,国新能源,1992-10-13,SH,主板,,False,33.9,True
600618,氯碱化工,1992-11-13,SH,主板,,False,33.8,True
600619,海立股份,1992-11-16,SH,主板,,False,33.8,True
600620,天宸股份,1992-11-17,SH,主板,,False,33.8,True
600621,华鑫股份,1992-12-02,SH,主板,,False,33.8,True
600622,光大嘉宝,1992-12-03,SH,主板,,False,33.8,True
600623,华谊集团,1992-12-04,SH,主板,,False,33.8,True
600624,ST复华,1993-01-05,SH,主板,,True,33.7,True
600626,申达股份,1993-01-07,SH,主板,,False,33.7,True
600628,新世界,1993-01-19,SH,主板,,False,33.6,True
600629,华建集团,1993-02-09,SH,主板,,False,33.6,True
600630,龙头股份,1993-02-09,SH,主板,,False,33.6,True
600633,浙数文化,1993-03-04,SH,主板,,False,33.5,True
600635,大众公用,1993-03-04,SH,主板,,False,33.5,True
600637,东方明珠,1993-03-16,SH,主板,,False,33.5,True
600638,新黄浦,1993-03-26,SH,主板,,False,33.4,True
600639,浦东金桥,1993-03-26,SH,主板,,False,33.4,True
600640,国脉文化,1993-04-07,SH,主板,,False,33.4,True
600641,先导基电,1993-04-07,SH,主板,,False,33.4,True
600642,申能股份,1993-04-16,SH,主板,,False,33.4,True
600643,爱建集团,1993-04-26,SH,主板,,False,33.4,True
600644,乐山电力,1993-04-26,SH,主板,,False,33.4,True
600645,中源协和,1993-05-04,SH,主板,,False,33.3,True
600648,外高桥,1993-05-04,SH,主板,,False,33.3,True
600649,城投控股,1993-05-18,SH,主板,,False,33.3,True
600650,锦江在线,1993-06-07,SH,主板,,False,33.2,True
600651,飞乐音响,1990-12-19,SH,主板,,False,35.7,True
600653,申华控股,1990-12-19,SH,主板,,False,35.7,True
600654,中安科,1990-12-19,SH,主板,,False,35.7,True
600655,豫园股份,1992-09-02,SH,主板,,False,34.0,True
600657,信达地产,1993-05-24,SH,主板,,False,33.3,True
600658,电子城,1993-05-24,SH,主板,,False,33.3,True
600660,福耀玻璃,1993-06-10,SH,主板,,False,33.2,True
600661,昂立教育,1993-06-14,SH,主板,,False,33.2,True
600662,外服控股,1993-06-14,SH,主板,,False,33.2,True
600663,陆家嘴,1993-06-28,SH,主板,,False,33.2,True
600664,哈药股份,1993-06-29,SH,主板,,False,33.2,True
600665,天地源,1993-07-09,SH,主板,,False,33.2,True
600666,奥瑞德,1993-07-12,SH,主板,,False,33.2,True
600667,太极实业,1993-07-28,SH,主板,,False,33.1,True
600668,尖峰集团,1993-07-28,SH,主板,,False,33.1,True
600671,天目药业,1993-08-23,SH,主板,,False,33.0,True
600673,东阳光,1993-09-17,SH,主板,,False,33.0,True
600674,川投能源,1993-09-24,SH,主板,,False,33.0,True
600675,中华企业,1993-09-24,SH,主板,,False,33.0,True
600676,久事动娱,1993-09-28,SH,主板,,False,32.9,True
600678,ST金顶,1993-10-08,SH,主板,,True,32.9,True
600679,上海凤凰,1993-10-08,SH,主板,,False,32.9,True
600681,百川能源,1993-10-18,SH,主板,,False,32.9,True
600682,南京新百,1993-10-18,SH,主板,,False,32.9,True
600683,京投发展,1993-10-25,SH,主板,,False,32.9,True
600684,珠江股份,1993-10-28,SH,主板,,False,32.9,True
600685,中船防务,1993-10-28,SH,主板,,False,32.9,True
600686,金龙汽车,1993-11-08,SH,主板,,False,32.8,True
600688,上海石化,1993-11-08,SH,主板,,False,32.8,True
600689,上海三毛,1993-11-08,SH,主板,,False,32.8,True
600690,海尔智家,1993-11-19,SH,主板,,False,32.8,True
600691,潞化科技,1993-11-19,SH,主板,,False,32.8,True
600692,亚通股份,1993-11-19,SH,主板,,False,32.8,True
600693,东百集团,1993-11-22,SH,主板,,False,32.8,True
600694,大商股份,1993-11-22,SH,主板,,False,32.8,True
600697,欧亚集团,1993-12-06,SH,主板,,False,32.8,True
600698,湖南天雁,1993-12-06,SH,主板,,False,32.8,True
600699,均胜电子,1993-12-06,SH,主板,,False,32.8,True
600702,舍得酒业,1996-05-24,SH,主板,,False,30.3,True
600703,三安光电,1996-05-28,SH,主板,,False,30.3,True
600704,物产中大,1996-06-06,SH,主板,,False,30.3,True
600706,曲江文旅,1996-05-16,SH,主板,,False,30.3,True
600707,彩虹股份,1996-05-20,SH,主板,,False,30.3,True
600708,光明地产,1996-06-06,SH,主板,,False,30.3,True
600710,苏美达,1996-07-01,SH,主板,,False,30.2,True
600711,盛屯矿业,1996-05-31,SH,主板,,False,30.3,True
600712,南宁百货,1996-06-26,SH,主板,,False,30.2,True
600713,南京医药,1996-07-01,SH,主板,,False,30.2,True
600714,金瑞矿业,1996-06-06,SH,主板,,False,30.3,True
600715,文投控股,1996-07-01,SH,主板,,False,30.2,True
600716,凤凰股份,1996-07-02,SH,主板,,False,30.2,True
600717,天津港,1996-06-14,SH,主板,,False,30.2,True
600718,东软集团,1996-06-18,SH,主板,,False,30.2,True
600719,大连热电,1996-07-16,SH,主板,,False,30.1,True
600720,中交设计,1996-07-16,SH,主板,,False,30.1,True
600721,百花医药,1996-06-26,SH,主板,,False,30.2,True
600722,金牛化工,1996-06-26,SH,主板,,False,30.2,True
600724,宁波富达,1996-07-16,SH,主板,,False,30.1,True
600725,云维股份,1996-07-02,SH,主板,,False,30.2,True
600726,华电能源,1996-07-01,SH,主板,,False,30.2,True
600727,鲁北化工,1996-07-02,SH,主板,,False,30.2,True
600728,佳都科技,1996-07-16,SH,主板,,False,30.1,True
600729,重百集团,1996-07-02,SH,主板,,False,30.2,True
600730,*ST高科,1996-07-26,SH,主板,,True,30.1,True
600731,湖南海利,1996-08-02,SH,主板,,False,30.1,True
600732,爱旭股份,1996-08-16,SH,主板,,False,30.1,True
600733,北汽蓝谷,1996-08-16,SH,主板,,False,30.1,True
600734,*ST实达,1996-08-08,SH,主板,,True,30.1,True
600735,ST新华锦,1996-07-26,SH,主板,,True,30.1,True
600736,苏州高新,1996-08-15,SH,主板,,False,30.1,True
600737,中粮糖业,1996-07-31,SH,主板,,False,30.1,True
600738,丽尚国潮,1996-08-02,SH,主板,,False,30.1,True
600739,辽宁成大,1996-08-19,SH,主板,,False,30.0,True
600740,山西焦化,1996-08-08,SH,主板,,False,30.1,True
600741,华域汽车,1996-08-26,SH,主板,,False,30.0,True
600742,富维股份,1996-08-26,SH,主板,,False,30.0,True
600743,华远控股,1996-09-09,SH,主板,,False,30.0,True
600744,华银电力,1996-09-05,SH,主板,,False,30.0,True
600745,*ST闻泰,1996-08-28,SH,主板,,True,30.0,True
600746,江苏索普,1996-09-18,SH,主板,,False,30.0,True
600748,上实发展,1996-09-25,SH,主板,,False,29.9,True
600749,西藏旅游,1996-10-15,SH,主板,,False,29.9,True
600750,华润江中,1996-09-23,SH,主板,,False,30.0,True
600751,海航科技,1996-09-09,SH,主板,,False,30.0,True
600753,ST海钦,1996-09-27,SH,主板,,True,29.9,True
600754,锦江酒店,1996-10-11,SH,主板,,False,29.9,True
600755,厦门国贸,1996-10-03,SH,主板,,False,29.9,True
600756,浪潮软件,1996-09-23,SH,主板,,False,30.0,True
600757,长江传媒,1996-10-03,SH,主板,,False,29.9,True
600758,辽宁能源,1996-10-29,SH,主板,,False,29.9,True
600759,ST洲际,1996-10-08,SH,主板,,True,29.9,True
600760,中航沈飞,1996-10-11,SH,主板,,False,29.9,True
600761,安徽合力,1996-10-09,SH,主板,,False,29.9,True
600763,通策医疗,1996-10-30,SH,主板,,False,29.9,True
600764,中国海防,1996-11-04,SH,主板,,False,29.8,True
600765,中航重机,1996-11-06,SH,主板,,False,29.8,True
600768,富邦新材,1996-11-11,SH,主板,,False,29.8,True
600769,祥龙电业,1996-11-01,SH,主板,,False,29.8,True
600770,综艺股份,1996-11-20,SH,主板,,False,29.8,True
600771,广誉远,1996-11-05,SH,主板,,False,29.8,True
600773,西藏城投,1996-11-08,SH,主板,,False,29.8,True
600774,汉商集团,1996-11-08,SH,主板,,False,29.8,True
600775,南京熊猫,1996-11-18,SH,主板,,False,29.8,True
600776,东方通信,1996-11-26,SH,主板,,False,29.8,True
600777,新潮能源,1996-11-21,SH,主板,,False,29.8,True
600778,友好集团,1996-12-03,SH,主板,,False,29.8,True
600779,水井坊,1996-12-06,SH,主板,,False,29.7,True
600780,通宝能源,1996-12-05,SH,主板,,False,29.8,True
600782,新钢股份,1996-12-25,SH,主板,,False,29.7,True
600783,鲁信创投,1996-12-25,SH,主板,,False,29.7,True
600784,鲁银投资,1996-12-25,SH,主板,,False,29.7,True
600785,新华百货,1997-01-08,SH,主板,,False,29.7,True
600787,中储股份,1997-01-21,SH,主板,,False,29.6,True
600789,鲁抗医药,1997-02-26,SH,主板,,False,29.5,True
600790,轻纺城,1997-02-28,SH,主板,,False,29.5,True
600791,京能置业,1997-01-30,SH,主板,,False,29.6,True
600792,云煤能源,1997-01-23,SH,主板,,False,29.6,True
600793,宜宾纸业,1997-02-20,SH,主板,,False,29.5,True
600794,保税科技,1997-03-06,SH,主板,,False,29.5,True
600795,国电电力,1997-03-18,SH,主板,,False,29.5,True
600796,钱江生化,1997-04-08,SH,主板,,False,29.4,True
600797,浙大网新,1997-04-18,SH,主板,,False,29.4,True
600798,宁波海运,1997-04-23,SH,主板,,False,29.4,True
600800,渤海化学,1993-12-06,SH,主板,,False,32.8,True
600801,华新建材,1994-01-03,SH,主板,,False,32.7,True
600802,福建水泥,1994-01-03,SH,主板,,False,32.7,True
600803,新奥股份,1994-01-03,SH,主板,,False,32.7,True
600805,悦达投资,1994-01-03,SH,主板,,False,32.7,True
600807,济高发展,1994-01-03,SH,主板,,False,32.7,True
600808,马钢股份,1994-01-06,SH,主板,,False,32.7,True
600809,山西汾酒,1994-01-06,SH,主板,,False,32.7,True
600810,神马股份,1994-01-06,SH,主板,,False,32.7,True
600812,华北制药,1994-01-14,SH,主板,,False,32.6,True
600814,杭州解百,1994-01-14,SH,主板,,False,32.6,True
600815,厦工股份,1994-01-28,SH,主板,,False,32.6,True
600816,建元信托,1994-01-28,SH,主板,,False,32.6,True
600817,宇通重工,1994-01-28,SH,主板,,False,32.6,True
600818,ST中路,1994-01-28,SH,主板,,True,32.6,True
600819,耀皮玻璃,1994-01-28,SH,主板,,False,32.6,True
600820,隧道股份,1994-01-28,SH,主板,,False,32.6,True
600821,金开新能,1994-01-28,SH,主板,,False,32.6,True
600822,上海物贸,1994-02-04,SH,主板,,False,32.6,True
600824,益民集团,1994-02-04,SH,主板,,False,32.6,True
600825,新华传媒,1994-02-04,SH,主板,,False,32.6,True
600826,兰生股份,1994-02-04,SH,主板,,False,32.6,True
600827,百联股份,1994-02-04,SH,主板,,False,32.6,True
600828,茂业商业,1994-02-24,SH,主板,,False,32.5,True
600829,人民同泰,1994-02-24,SH,主板,,False,32.5,True
600830,香溢融通,1994-02-24,SH,主板,,False,32.5,True
600831,广电网络,1994-02-24,SH,主板,,False,32.5,True
600833,第一医药,1994-02-24,SH,主板,,False,32.5,True
600834,申通地铁,1994-02-24,SH,主板,,False,32.5,True
600835,上海机电,1994-02-24,SH,主板,,False,32.5,True
600838,上海九百,1994-02-24,SH,主板,,False,32.5,True
600839,四川长虹,1994-03-11,SH,主板,,False,32.5,True
600841,动力新科,1994-03-11,SH,主板,,False,32.5,True
600843,上工申贝,1994-03-11,SH,主板,,False,32.5,True
600844,金煤科技,1994-03-11,SH,主板,,False,32.5,True
600845,宝信软件,1994-03-11,SH,主板,,False,32.5,True
600846,同济科技,1994-03-11,SH,主板,,False,32.5,True
600847,万里股份,1994-03-24,SH,主板,,False,32.5,True
600848,上海临港,1994-03-24,SH,主板,,False,32.5,True
600850,电科数字,1994-03-24,SH,主板,,False,32.5,True
600851,海欣股份,1994-04-04,SH,主板,,False,32.4,True
600853,龙建股份,1994-04-04,SH,主板,,False,32.4,True
600854,春兰股份,1994-04-25,SH,主板,,False,32.4,True
600855,航天长峰,1994-04-25,SH,主板,,False,32.4,True
600857,宁波中百,1994-04-25,SH,主板,,False,32.4,True
600858,银座股份,1994-05-06,SH,主板,,False,32.3,True
600859,王府井,1994-05-06,SH,主板,,False,32.3,True
600860,京城股份,1994-05-06,SH,主板,,False,32.3,True
600861,北京人力,1994-05-20,SH,主板,,False,32.3,True
600862,中航高科,1994-05-20,SH,主板,,False,32.3,True
600863,华能蒙电,1994-05-20,SH,主板,,False,32.3,True
600864,哈投股份,1994-08-09,SH,主板,,False,32.1,True
600865,百大集团,1994-08-09,SH,主板,,False,32.1,True
600866,星湖科技,1994-08-18,SH,主板,,False,32.1,True
600867,通化东宝,1994-08-24,SH,主板,,False,32.0,True
600868,梅雁吉祥,1994-09-12,SH,主板,,False,32.0,True
600869,远东股份,1995-02-06,SH,主板,,False,31.6,True
600871,石化油服,1995-04-11,SH,主板,,False,31.4,True
600872,中炬高新,1995-01-24,SH,主板,,False,31.6,True
600873,梅花生物,1995-02-17,SH,主板,,False,31.6,True
600874,创业环保,1995-06-30,SH,主板,,False,31.2,True
600875,东方电气,1995-10-10,SH,主板,,False,30.9,True
600876,凯盛新能,1995-10-31,SH,主板,,False,30.9,True
600877,电科芯片,1995-10-13,SH,主板,,False,30.9,True
600879,航天电子,1995-11-15,SH,主板,,False,30.8,True
600880,博瑞传播,1995-11-15,SH,主板,,False,30.8,True
600881,亚泰集团,1995-11-15,SH,主板,,False,30.8,True
600882,妙可蓝多,1995-12-06,SH,主板,,False,30.8,True
600883,博闻科技,1995-12-08,SH,主板,,False,30.7,True
600884,杉杉股份,1996-01-30,SH,主板,,False,30.6,True
600885,宏发股份,1996-02-05,SH,主板,,False,30.6,True
600886,国投电力,1996-01-18,SH,主板,,False,30.6,True
600887,伊利股份,1996-03-12,SH,主板,,False,30.5,True
600888,新疆众和,1996-02-15,SH,主板,,False,30.6,True
600889,*ST京化,1996-03-08,SH,主板,,True,30.5,True
600892,大晟文化,1996-03-15,SH,主板,,False,30.5,True
600893,航发动力,1996-04-08,SH,主板,,False,30.4,True
600894,广日股份,1996-03-28,SH,主板,,False,30.4,True
600895,张江高科,1996-04-22,SH,主板,,False,30.4,True
600897,厦门空港,1996-05-31,SH,主板,,False,30.3,True
600900,长江电力,2003-11-18,SH,主板,,False,22.8,True
600917,重庆燃气,2014-09-30,SH,主板,,False,11.9,True
600919,江苏银行,2016-08-02,SH,主板,,False,10.1,True
600936,北投科技,2016-08-15,SH,主板,,False,10.1,True
600958,东方证券,2015-03-23,SH,主板,,False,11.5,True
600959,江苏有线,2015-04-28,SH,主板,,False,11.4,True
600960,渤海汽车,2004-04-07,SH,主板,,False,22.4,True
600961,株冶集团,2004-08-30,SH,主板,,False,22.0,True
600962,国投中鲁,2004-06-22,SH,主板,,False,22.2,True
600963,岳阳林纸,2004-05-25,SH,主板,,False,22.3,True
600965,*ST福成,2004-07-13,SH,主板,,True,22.1,True
600966,博汇纸业,2004-06-08,SH,主板,,False,22.2,True
600967,内蒙一机,2004-05-18,SH,主板,,False,22.3,True
600969,郴电国际,2004-04-08,SH,主板,,False,22.4,True
600970,中材国际,2005-04-12,SH,主板,,False,21.4,True
600971,恒源煤电,2004-08-17,SH,主板,,False,22.1,True
600973,宝胜股份,2004-08-02,SH,主板,,False,22.1,True
600975,新五丰,2004-06-09,SH,主板,,False,22.2,True
600976,健民集团,2004-04-19,SH,主板,,False,22.4,True
600977,中国电影,2016-08-09,SH,主板,,False,10.1,True
600979,广安爱众,2004-09-06,SH,主板,,False,22.0,True
600980,北矿科技,2004-05-12,SH,主板,,False,22.3,True
600981,苏豪汇鸿,2004-06-30,SH,主板,,False,22.2,True
600982,宁波能源,2004-07-06,SH,主板,,False,22.2,True
600983,惠而浦,2004-07-27,SH,主板,,False,22.1,True
600984,建设机械,2004-07-07,SH,主板,,False,22.2,True
600985,淮北矿业,2004-04-28,SH,主板,,False,22.4,True
600986,浙文互联,2004-04-26,SH,主板,,False,22.4,True
600987,航民股份,2004-08-09,SH,主板,,False,22.1,True
600988,赤峰黄金,2004-04-14,SH,主板,,False,22.4,True
600990,四创电子,2004-05-10,SH,主板,,False,22.3,True
600992,贵绳股份,2004-05-14,SH,主板,,False,22.3,True
600993,马应龙,2004-05-17,SH,主板,,False,22.3,True
600995,南网储能,2004-06-15,SH,主板,,False,22.2,True
600997,开滦股份,2004-06-02,SH,主板,,False,22.3,True
600998,九州通,2010-11-02,SH,主板,,False,15.8,True
600999,招商证券,2009-11-17,SH,主板,,False,16.8,True
601000,唐山港,2010-07-05,SH,主板,,False,16.2,True
601001,晋控煤业,2006-06-23,SH,主板,,False,20.2,True
601002,晋亿实业,2007-01-26,SH,主板,,False,19.6,True
601003,柳钢股份,2007-02-27,SH,主板,,False,19.5,True
601005,重庆钢铁,2007-02-28,SH,主板,,False,19.5,True
601006,大秦铁路,2006-08-01,SH,主板,,False,20.1,True
601007,金陵饭店,2007-04-06,SH,主板,,False,19.4,True
601008,连云港,2007-04-26,SH,主板,,False,19.4,True
601009,南京银行,2007-07-19,SH,主板,,False,19.1,True
601010,ST文峰,2011-06-03,SH,主板,,True,15.3,True
601011,宝泰隆,2011-03-09,SH,主板,,False,15.5,True
601012,隆基绿能,2012-04-11,SH,主板,,False,14.4,True
601015,陕西黑猫,2014-11-05,SH,主板,,False,11.8,True
601016,节能风电,2014-09-29,SH,主板,,False,11.9,True
601018,宁波港,2010-09-28,SH,主板,,False,15.9,True
601020,华钰矿业,2016-03-16,SH,主板,,False,10.5,True
601021,春秋航空,2015-01-21,SH,主板,,False,11.6,True
601038,一拖股份,2012-08-08,SH,主板,,False,14.1,True
601058,赛轮轮胎,2011-06-30,SH,主板,,False,15.2,True
601069,西部黄金,2015-01-22,SH,主板,,False,11.6,True
601088,中国神华,2007-10-09,SH,主板,,False,18.9,True
601098,中南传媒,2010-10-28,SH,主板,,False,15.9,True
601099,太平洋,2007-12-28,SH,主板,,False,18.7,True
601100,恒立液压,2011-10-28,SH,主板,,False,14.9,True
601101,昊华能源,2010-03-31,SH,主板,,False,16.4,True
601106,中国一重,2010-02-09,SH,主板,,False,16.6,True
601107,四川成渝,2009-07-27,SH,主板,,False,17.1,True
601111,中国国航,2006-08-18,SH,主板,,False,20.1,True
601113,华鼎股份,2011-05-09,SH,主板,,False,15.3,True
601116,三江购物,2011-03-02,SH,主板,,False,15.5,True
601117,中国化学,2010-01-07,SH,主板,,False,16.7,True
601118,海南橡胶,2011-01-07,SH,主板,,False,15.7,True
601126,四方股份,2010-12-31,SH,主板,,False,15.7,True
601127,赛力斯,2016-06-15,SH,主板,,False,10.2,True
601137,博威合金,2011-01-27,SH,主板,,False,15.6,True
601139,深圳燃气,2009-12-25,SH,主板,,False,16.7,True
601155,新城控股,2015-12-04,SH,主板,,False,10.8,True
601158,重庆水务,2010-03-29,SH,主板,,False,16.4,True
601166,兴业银行,2007-02-05,SH,主板,,False,19.6,True
601168,西部矿业,2007-07-12,SH,主板,,False,19.2,True
601169,北京银行,2007-09-19,SH,主板,,False,19.0,True
601177,杭齿前进,2010-10-11,SH,主板,,False,15.9,True
601179,中国西电,2010-01-28,SH,主板,,False,16.6,True
601186,中国铁建,2008-03-10,SH,主板,,False,18.5,True
601188,龙江交通,2010-03-19,SH,主板,,False,16.5,True
601198,东兴证券,2015-02-26,SH,主板,,False,11.5,True
601199,江南水务,2011-03-17,SH,主板,,False,15.5,True
601208,东材科技,2011-05-20,SH,主板,,False,15.3,True
601211,国泰海通,2015-06-26,SH,主板,,False,11.2,True
601216,君正集团,2011-02-22,SH,主板,,False,15.5,True
601218,吉鑫科技,2011-05-06,SH,主板,,False,15.3,True
601222,林洋能源,2011-08-08,SH,主板,,False,15.1,True
601225,陕西煤业,2014-01-28,SH,主板,,False,12.6,True
601226,华电科工,2014-12-11,SH,主板,,False,11.7,True
601231,环旭电子,2012-02-20,SH,主板,,False,14.5,True
601233,桐昆股份,2011-05-18,SH,主板,,False,15.3,True
601238,广汽集团,2012-03-29,SH,主板,,False,14.4,True
601288,农业银行,2010-07-15,SH,主板,,False,16.1,True
601311,骆驼股份,2011-06-02,SH,主板,,False,15.3,True
601318,中国平安,2007-03-01,SH,主板,,False,19.5,True
601328,交通银行,2007-05-15,SH,主板,,False,19.3,True
601333,广深铁路,2006-12-22,SH,主板,,False,19.7,True
601336,新华保险,2011-12-16,SH,主板,,False,14.7,True
601339,百隆东方,2012-06-12,SH,主板,,False,14.2,True
601360,三六零,2012-01-16,SH,主板,,False,14.6,True
601368,绿城水务,2015-06-12,SH,主板,,False,11.2,True
